Cloud_Resource_ID,CPU_Utilization (%),Memory_Utilization (%),Network_Traffic (Mbps),Storage_Usage (GB),Auto-Scaling_Action,Scaling_Reason,Deep_Learning_Model,Model_Training_Time (hours),Model_Accuracy (%),Workload_Response_Time (ms),Auto-Scaling_Effectiveness,Auto-Scaling_Decision,Resource_Allocation (%),Auto-Scaling_Policy,Training_Data_Size (GB),Learning_Rate,Activation_Function,Loss_Function,Epochs_Trained
261,53.50927815,82.26320443,811.2918134,77.18581594,Scale Up,High Memory Usage,LSTM,3.722989494,99.55291661,85.00039406,72.64003556,Scale Down,77.1644558,Reactive,17.70885329,0.002032888,Sigmoid,MSE,70
262,54.68952732,80.66947748,439.5762663,75.47864695,Scale Up,High Memory Usage,CNN,17.74070154,56.78766565,71.63426763,99.73198301,No Action,55.48336185,Reactive,94.07208239,0.005217151,Tanh,MAE,14
263,9.108544415,93.74577949,817.4340481,520.6232554,No Action,High CPU Usage,GAN,21.12375907,85.38429107,58.21058021,31.95901101,Scale Down,70.57766982,Predictive,37.90231004,0.00129092,ReLU,MSE,65
264,48.83672134,14.86399668,977.8654452,380.6972945,Scale Up,High Memory Usage,GAN,2.14341832,95.39169951,58.26255002,5.888117855,No Action,0.98897618,Predictive,11.442095,0.006451228,Sigmoid,MSE,34
265,48.23783651,62.74194507,615.0050759,259.1246558,No Action,High CPU Usage,RNN,17.38612974,78.58768524,62.51832712,70.02600762,Scale Up,57.79562223,Threshold-based,60.52105597,0.006162948,Leaky ReLU,MAE,72
266,87.4798074,53.0704889,975.9730138,452.5681438,Scale Up,High Network Traffic,RNN,23.8976724,53.37735036,11.62882378,69.60532572,Scale Down,4.656596436,Threshold-based,39.71864472,0.004915046,ReLU,Cross-Entropy,70
267,14.40311009,45.32383603,241.1917342,605.0468685,No Action,High Network Traffic,GAN,13.45553198,76.00534531,63.07201022,14.55553734,No Action,77.12576292,Reactive,10.10140084,0.001072656,ReLU,MSE,22
268,70.37861147,4.346653399,869.1856657,570.3164704,No Action,High CPU Usage,RNN,3.879778577,62.04190269,91.88959031,4.325966018,Scale Down,31.83469487,Predictive,71.1564006,0.005309782,Tanh,Cross-Entropy,44
269,74.17722184,2.408572054,966.9537399,886.5443816,Scale Up,High Network Traffic,LSTM,8.772328263,57.76119784,60.66958605,15.31641193,Scale Up,90.73124623,Reactive,96.7239823,0.006452948,Sigmoid,MSE,39
270,17.6434208,28.97276176,760.6009731,974.2187117,Scale Down,High Network Traffic,GAN,16.27274996,67.00185174,13.83793685,57.18779654,Scale Down,10.12633373,Predictive,13.92128233,0.003631603,ReLU,Cross-Entropy,86
271,63.51179685,52.66690966,750.5397943,376.6488722,No Action,High CPU Usage,CNN,6.806299673,56.0831759,49.12010639,97.90289848,Scale Down,23.63772923,Reactive,86.42967816,0.00618459,ReLU,Cross-Entropy,20
272,29.10900069,8.543266023,617.8441329,34.9708929,Scale Down,High Network Traffic,CNN,9.388474092,76.14521662,66.03566406,11.75623945,Scale Up,56.21463023,Threshold-based,14.28956178,0.005848839,ReLU,MSE,17
273,46.49272961,69.50688841,899.814081,445.1659367,No Action,High CPU Usage,GAN,3.628389016,88.27108935,86.66227627,93.73792958,Scale Up,86.97885837,Threshold-based,84.11728819,0.008189675,Tanh,MAE,92
274,51.08502855,86.67468606,248.3114545,888.2347785,Scale Up,High Network Traffic,RNN,17.90327341,92.20268178,71.38263145,6.959209363,Scale Down,56.65889463,Predictive,78.90270076,0.00289961,ReLU,MAE,57
275,58.12798197,41.82082099,148.9385714,386.6850189,No Action,High Memory Usage,CNN,11.59495903,75.84412863,18.436721,1.029673839,No Action,63.89681941,Threshold-based,8.058336036,0.003517544,Leaky ReLU,Cross-Entropy,31
276,17.86707197,37.79394025,811.0183545,472.0201624,Scale Down,High Network Traffic,GAN,4.259310496,85.55615698,40.75095365,70.27661599,Scale Up,46.29002772,Predictive,56.33333314,0.004800305,Leaky ReLU,Cross-Entropy,69
277,21.91929009,65.52062802,952.4847059,7.558582262,No Action,High Memory Usage,GAN,3.230491005,83.83116434,38.53969464,41.2798656,Scale Up,56.732125,Predictive,55.1123802,0.00900503,ReLU,MAE,1
278,98.93936472,67.64252601,378.1137466,751.753785,Scale Up,High CPU Usage,LSTM,3.636566076,70.755116,78.57409874,13.51282741,No Action,24.93922719,Reactive,12.329542,0.0098792,ReLU,Cross-Entropy,50
279,32.47201444,69.61030856,360.6036575,405.3642911,Scale Up,High CPU Usage,RNN,2.475781784,70.16629739,91.54413179,33.68175671,No Action,60.25470786,Reactive,5.054117198,0.00493499,ReLU,MAE,82
280,31.09442789,55.90665014,936.5342742,209.1900625,Scale Up,High Network Traffic,CNN,14.10225584,80.43019021,39.81880192,5.87110773,Scale Up,7.043455246,Predictive,57.59609676,0.006877141,Sigmoid,MSE,63
281,30.01352568,65.68178649,108.1904226,525.9026984,Scale Up,High Network Traffic,CNN,8.219327239,97.19553405,50.04649669,10.87300719,No Action,97.5177331,Threshold-based,56.24514104,0.008456353,Tanh,MAE,84
282,9.007480365,40.18938969,524.7142806,182.2571622,Scale Down,High Memory Usage,RNN,2.154432773,53.42798625,71.30116051,4.559215446,No Action,34.88521248,Reactive,50.74587414,0.009775181,ReLU,MSE,87
283,16.04121561,91.36474467,370.3205383,180.4293192,No Action,High Memory Usage,GAN,1.122202453,76.50104966,92.50968448,92.21550313,Scale Down,34.08465867,Reactive,58.47943953,0.006122324,Sigmoid,MAE,12
284,12.24719286,41.50906761,588.6399008,619.2109858,No Action,High Network Traffic,GAN,19.68182634,88.71924644,48.826099,24.58805752,Scale Down,67.31518895,Predictive,58.72992108,0.0078618,ReLU,MSE,1
285,97.54446375,14.28147909,189.1990353,366.6173063,No Action,High Network Traffic,GAN,18.14501477,67.26830591,66.51775041,25.16137673,No Action,96.72450614,Reactive,18.67258624,0.006999649,Tanh,MSE,19
286,19.36644555,37.17866896,276.6493773,364.4347002,Scale Down,High Network Traffic,GAN,23.80593241,92.38351027,58.99336242,50.62701897,Scale Down,83.06368932,Predictive,18.81083198,0.009098038,Sigmoid,MAE,97
287,8.510016343,66.82226431,463.431713,939.9960844,Scale Down,High CPU Usage,GAN,12.51711382,88.8080221,51.54211557,85.32424774,No Action,60.18620678,Predictive,23.69149845,0.009735834,ReLU,Cross-Entropy,59
288,30.05249309,88.93159155,377.9222911,850.5045705,Scale Down,High CPU Usage,CNN,12.24406722,66.07678913,19.27381473,29.03075884,Scale Down,46.03729172,Predictive,45.57531781,0.009874076,Leaky ReLU,Cross-Entropy,9
289,43.4947767,84.08003302,902.5849277,59.7164534,Scale Up,High CPU Usage,RNN,15.69238739,91.80991795,74.77908961,5.525199751,Scale Up,55.24643055,Reactive,10.78467886,0.007289225,Leaky ReLU,Cross-Entropy,23
290,59.18541863,57.16129831,574.6064796,504.1118629,Scale Up,High Memory Usage,LSTM,20.43922888,63.07818997,39.69993185,96.47197133,Scale Up,71.18158768,Predictive,74.83792126,0.001909932,ReLU,MAE,35
291,34.89752032,9.589685954,725.6892319,24.82979108,Scale Down,High Memory Usage,LSTM,1.80518757,62.11288934,49.67088353,18.18453062,Scale Down,83.66752431,Reactive,11.08587122,0.006507773,Leaky ReLU,Cross-Entropy,18
292,5.672167489,96.24641914,145.3339323,549.1763745,Scale Down,High Memory Usage,RNN,4.981222494,59.06902631,59.51163914,63.83852573,Scale Down,76.68734806,Threshold-based,8.615423927,0.008507531,Sigmoid,MSE,34
293,12.93274306,97.97725755,660.1312582,376.7146927,No Action,High CPU Usage,LSTM,15.27266906,58.76261319,48.29862797,88.54098557,No Action,41.50323979,Reactive,97.45344584,0.007518012,Leaky ReLU,Cross-Entropy,96
294,17.32854733,89.60722378,995.3602087,121.8850333,No Action,High CPU Usage,GAN,12.0376726,95.08999789,27.47508518,89.71648485,Scale Down,27.01968969,Predictive,44.40801484,0.003360165,Leaky ReLU,MSE,2
295,31.22453324,90.93499574,944.7626884,752.9836979,Scale Up,High CPU Usage,LSTM,14.03242071,87.55215013,41.84403581,50.00671692,Scale Up,69.53489132,Threshold-based,65.74421083,0.002928923,Leaky ReLU,MAE,80
296,65.13147428,62.87300156,937.9268532,608.6857818,Scale Up,High Network Traffic,CNN,1.453761473,62.73278795,44.66597778,62.1366879,Scale Down,6.953228532,Predictive,68.77937337,0.006775577,Sigmoid,MSE,5
297,30.49073354,40.68126114,929.7156514,675.4133692,Scale Up,High CPU Usage,CNN,6.325978073,71.91319945,75.77686585,90.08861994,No Action,47.73564473,Reactive,32.55133362,0.005377533,ReLU,MAE,65
298,60.27773387,9.854324796,489.5548666,267.5744145,No Action,High Memory Usage,RNN,4.182107726,70.59280784,12.36773719,67.30519842,Scale Up,41.23904802,Threshold-based,43.83835575,0.00284419,Tanh,MSE,44
299,35.90279436,43.52776577,63.65266447,845.2965475,Scale Down,High CPU Usage,GAN,12.81945613,93.61144067,5.767810481,7.17753715,Scale Down,5.353677856,Threshold-based,9.492692128,0.00241096,Leaky ReLU,MSE,74
300,51.88341839,55.22918318,875.5942134,946.004909,Scale Up,High Memory Usage,CNN,21.42664003,73.32571805,61.28847759,37.88699887,Scale Down,15.84457286,Predictive,39.66744682,0.005521064,Leaky ReLU,Cross-Entropy,70
301,97.05600067,60.19505646,448.6306947,678.2631241,Scale Up,High Memory Usage,LSTM,21.50357825,89.44951984,22.05187574,30.82366981,Scale Up,76.96926748,Reactive,77.90258327,0.002017047,ReLU,MSE,41
302,59.75729612,76.90899175,469.9599969,177.5645445,Scale Down,High Network Traffic,GAN,14.34854369,81.48645632,49.26707625,55.55687002,No Action,66.90668211,Reactive,59.86310919,0.004955142,Sigmoid,MAE,88
303,88.63273167,28.05783702,215.6107616,905.6581649,Scale Down,High Memory Usage,CNN,23.09396798,73.63172928,72.79556206,6.86952998,Scale Down,88.2608668,Predictive,34.85667963,0.008458482,Tanh,Cross-Entropy,30
304,97.26232063,53.08972823,919.4224103,873.5397691,Scale Up,High CPU Usage,GAN,19.90868053,73.89657106,68.27778117,2.473322927,No Action,90.53418159,Predictive,73.2099662,0.008432773,Tanh,MSE,24
305,37.02454013,93.52503401,951.6815973,221.5399276,No Action,High Network Traffic,RNN,18.57696745,75.25622904,30.71456789,74.68791755,Scale Down,51.27601799,Threshold-based,28.68051359,0.008505382,Tanh,MAE,74
306,91.48367431,24.82733644,124.3101386,407.9819192,Scale Up,High Network Traffic,GAN,15.64635863,97.57521172,37.33067205,34.72293341,Scale Up,73.53191468,Predictive,18.8881714,0.001983809,Sigmoid,MAE,92
307,83.96892011,21.21836963,236.1231653,755.9111187,No Action,High CPU Usage,GAN,11.40408402,62.42003426,21.0768792,45.56729631,Scale Up,15.03469465,Threshold-based,80.23399956,0.00924693,Leaky ReLU,MAE,59
308,99.85874079,14.51877125,417.1309632,189.6248939,Scale Up,High Memory Usage,GAN,7.459666928,51.92474125,43.59508806,33.98026726,No Action,51.47128523,Predictive,32.99704086,0.001340151,Tanh,MSE,33
309,37.65952434,66.02960047,766.1539791,882.8624019,No Action,High Network Traffic,LSTM,20.07661947,87.48057804,3.920198212,8.561922487,Scale Down,25.28670322,Reactive,53.88057556,0.006638125,Sigmoid,Cross-Entropy,57
310,94.97227509,88.29608973,996.1924584,508.3593137,No Action,High Network Traffic,GAN,9.901993005,99.10509911,7.385556597,57.77598989,Scale Up,85.5261931,Predictive,2.130866527,0.006331062,Tanh,Cross-Entropy,63
311,0.478951065,40.21887528,761.9823722,288.7517476,Scale Up,High Memory Usage,LSTM,17.89268434,99.36838206,18.7155413,4.523507508,Scale Down,39.20979948,Predictive,84.52822429,0.002094573,ReLU,Cross-Entropy,48
312,30.56877001,46.95023747,296.2792238,699.2110721,Scale Up,High CPU Usage,CNN,1.250609239,96.81942077,83.02603944,14.75906174,Scale Down,8.919257324,Threshold-based,50.69100468,0.007847597,Leaky ReLU,Cross-Entropy,17
313,91.28155108,20.16811821,704.0836942,571.8216681,No Action,High Network Traffic,RNN,21.37433086,51.77376699,18.04247239,53.90009791,No Action,47.7110002,Threshold-based,1.126110404,0.001426254,Sigmoid,Cross-Entropy,98
314,98.87144687,97.71145547,482.0463422,514.6069041,No Action,High Network Traffic,CNN,2.955396153,83.48442217,91.26605431,60.13189181,Scale Up,79.16902512,Threshold-based,14.62102081,0.003656718,Leaky ReLU,MSE,16
315,57.10397434,56.72472329,79.77082028,350.2525423,No Action,High CPU Usage,CNN,8.005348417,77.53368307,61.68515706,0.067404943,Scale Down,95.87484513,Reactive,13.80323941,0.007604314,Leaky ReLU,MAE,94
316,35.72177307,4.416572844,834.1142745,892.1381484,Scale Down,High Memory Usage,RNN,11.67392768,77.01635306,99.04220253,44.88142326,Scale Down,73.9788128,Predictive,56.22851433,0.001006921,Sigmoid,Cross-Entropy,92
317,70.55439158,73.09912193,246.0239063,380.6250918,Scale Up,High Memory Usage,CNN,13.49725781,83.41954462,52.52882001,35.75955893,Scale Up,44.70295786,Reactive,76.60816423,0.002180166,Tanh,MSE,62
318,0.225257068,66.0745797,30.23855778,749.3241033,No Action,High Network Traffic,GAN,1.366545787,59.91074034,75.71150119,48.29533791,No Action,34.11638303,Threshold-based,76.43688719,0.002308575,Sigmoid,MSE,35
319,34.21588779,61.94939272,519.1292219,180.3538039,No Action,High Memory Usage,LSTM,5.267526027,66.75771405,34.41677824,68.00576089,Scale Up,18.24427318,Predictive,29.21918394,0.004839861,ReLU,MSE,44
320,33.83369412,1.457528615,728.1574509,116.3627746,No Action,High Network Traffic,GAN,8.711637116,51.45328553,55.99396595,70.20961109,Scale Down,91.00461877,Predictive,26.23220745,0.008688521,ReLU,MSE,30
321,76.40152443,13.70868843,722.809891,944.7374903,No Action,High Memory Usage,GAN,2.693949265,75.79772954,22.3898303,2.719820926,Scale Up,29.38980825,Reactive,40.12670996,0.002543552,Tanh,MSE,9
322,93.30512601,22.09369304,917.9522304,669.664399,No Action,High CPU Usage,GAN,6.629632124,68.56860082,66.10464146,52.07302862,Scale Up,28.57429141,Threshold-based,8.747062881,0.009770261,ReLU,MSE,97
323,20.58424105,34.9284306,168.2014418,531.3469063,No Action,High Memory Usage,GAN,23.05002119,53.9144478,48.35280805,58.47246869,Scale Up,42.65355007,Predictive,8.742352475,0.0068759,Sigmoid,Cross-Entropy,82
324,65.16192759,71.67689317,665.7676779,435.7905411,No Action,High Memory Usage,GAN,17.83758331,76.91308435,98.25226881,21.43513275,Scale Down,62.91600844,Threshold-based,43.58048755,0.005401632,Sigmoid,Cross-Entropy,68
325,64.77582197,18.89124337,799.3549608,908.40201,Scale Up,High Network Traffic,CNN,23.31383169,88.8651763,8.705838953,18.61040576,No Action,10.03674056,Reactive,70.00311753,0.008804836,Leaky ReLU,Cross-Entropy,45
326,97.54966616,44.84189532,562.4144697,290.6075713,Scale Up,High Memory Usage,LSTM,21.53563108,84.15579382,97.56927445,82.27552593,No Action,53.22696999,Reactive,25.67582854,0.007987718,ReLU,MAE,97
327,75.47730964,81.55291508,279.64957,931.5975294,No Action,High CPU Usage,RNN,22.81904739,75.69699358,40.33434293,30.10741788,Scale Up,20.22099582,Predictive,19.98944599,0.007238139,Sigmoid,MSE,30
328,1.550185828,46.98782228,242.9152924,885.8267124,Scale Down,High Memory Usage,GAN,8.681491205,88.88019242,51.39353233,65.08269161,Scale Down,22.32076551,Predictive,7.946415169,0.006090973,ReLU,MAE,51
329,67.61097775,77.87711221,768.6692265,751.4852692,Scale Up,High Memory Usage,CNN,1.897839822,77.02790472,18.49381778,97.81245555,Scale Down,3.193036773,Predictive,94.39244872,0.00928575,Leaky ReLU,MAE,19
330,12.8183636,63.7915353,556.9742191,451.3829233,Scale Down,High Memory Usage,LSTM,2.662609402,53.94665878,48.87705074,65.69270595,No Action,33.23097242,Threshold-based,79.75087625,0.006196556,Sigmoid,MSE,47
331,68.61586499,60.87068414,227.2435465,149.7230358,Scale Down,High Network Traffic,LSTM,5.340962981,69.15985516,3.847434249,53.69873332,No Action,27.79504533,Predictive,24.03979754,0.001539016,Sigmoid,Cross-Entropy,88
332,17.54198868,46.48878625,537.6188707,530.7888619,Scale Down,High Memory Usage,GAN,12.49442375,70.58328316,3.038259509,20.17950272,Scale Down,23.56819197,Threshold-based,76.11261955,0.007593407,Leaky ReLU,MAE,80
333,41.08256014,10.12789084,83.52000697,984.6859918,Scale Down,High CPU Usage,RNN,23.5751564,54.7812053,19.54396011,19.25719383,Scale Up,26.47732245,Threshold-based,16.50030907,0.005495286,Leaky ReLU,MAE,99
334,10.00835195,8.838506265,227.3292123,642.2161931,No Action,High CPU Usage,CNN,3.044410991,97.95180427,47.20717177,77.70156846,Scale Down,17.34680742,Predictive,26.13310225,0.003127441,ReLU,Cross-Entropy,31
335,98.66348008,77.94945097,640.1976165,230.7205724,No Action,High CPU Usage,LSTM,18.31805765,51.182897,77.69204417,32.26082838,Scale Up,47.74357959,Reactive,12.53849976,0.009301823,Sigmoid,MAE,63
336,5.588654698,82.51971589,804.1879684,526.4414081,Scale Up,High Memory Usage,RNN,2.146880437,90.7708554,94.2864642,45.98361233,No Action,5.201676658,Reactive,18.87661499,0.004328198,Leaky ReLU,MAE,29
337,70.63581688,67.56927729,42.63945664,359.7449083,Scale Down,High Network Traffic,RNN,12.70791266,91.25758375,14.69753124,13.54758843,No Action,46.82758778,Reactive,17.24287534,0.002954326,Sigmoid,Cross-Entropy,90
338,44.45787184,61.36433409,718.084655,568.3844632,No Action,High CPU Usage,CNN,6.673054572,50.87367639,84.53837475,72.72812613,No Action,93.45645792,Reactive,49.27072901,0.004403582,Tanh,Cross-Entropy,88
339,38.57601223,96.16272056,747.3383003,371.0885155,Scale Up,High Memory Usage,RNN,6.98402144,62.35489254,27.81869988,66.40927628,Scale Down,22.17576636,Predictive,33.97892662,0.002004864,ReLU,MSE,66
340,11.38817674,35.98315668,228.9653913,230.2661071,Scale Up,High Network Traffic,GAN,11.14010177,75.26944871,89.638994,85.8283537,No Action,49.79001634,Threshold-based,43.40794027,0.006778341,Tanh,MAE,56
341,79.55888191,2.400353948,560.1203311,533.8134768,Scale Down,High Network Traffic,CNN,11.84290889,61.12020265,7.088262327,36.15742056,Scale Down,64.89217517,Reactive,63.40833204,0.00655553,Tanh,MSE,89
342,84.67280207,55.39992493,477.6755554,633.838893,No Action,High Memory Usage,GAN,6.228061816,55.61325254,21.74009369,94.65046038,Scale Up,95.58277427,Threshold-based,42.30330505,0.003939586,ReLU,MAE,60
343,62.20913693,88.90308843,304.6004366,901.6015329,Scale Up,High Network Traffic,GAN,23.75344227,88.64601977,42.7228111,58.43597489,No Action,13.17031177,Reactive,42.01749497,0.008046893,Sigmoid,Cross-Entropy,5
344,20.10221269,88.24503434,665.0765023,528.7276512,No Action,High CPU Usage,GAN,3.059391638,52.28753376,92.53065098,38.40698932,No Action,20.93316954,Reactive,61.57311633,0.007558773,Tanh,Cross-Entropy,14
345,69.88823833,55.1052673,619.1979084,289.0992763,Scale Down,High Memory Usage,RNN,19.6194061,69.23479284,83.54260803,51.94698967,Scale Down,41.12563125,Threshold-based,44.08576282,0.009289089,Tanh,Cross-Entropy,80
346,81.65332277,55.79974538,404.7161913,153.3399673,No Action,High Memory Usage,LSTM,21.81314143,96.31480367,98.44541678,34.93978174,No Action,20.83135469,Reactive,85.34495619,0.009705805,ReLU,MSE,99
347,62.00592762,72.26602316,614.836477,15.7091055,Scale Up,High Network Traffic,GAN,12.93336554,62.90995182,73.85433752,71.39199654,Scale Down,68.38322664,Reactive,56.5214758,0.005294013,Sigmoid,MAE,20
348,43.39068858,99.66788415,749.939779,122.6713504,Scale Up,High CPU Usage,RNN,11.22173896,60.26225854,78.39635333,91.42413665,No Action,62.88727926,Threshold-based,98.22006663,0.006596686,ReLU,MSE,50
349,11.56943042,2.010116171,39.58720572,869.7395022,Scale Down,High Network Traffic,GAN,20.85710448,64.38644904,74.15338122,37.06139807,Scale Up,95.78436167,Reactive,34.35065517,0.001401347,Leaky ReLU,MSE,40
350,29.99184038,38.32541631,156.0959768,877.7852126,Scale Up,High Memory Usage,GAN,23.15217732,71.71816618,32.46330332,91.91081225,Scale Up,68.07776311,Threshold-based,9.551305426,0.007800813,Leaky ReLU,MSE,14
351,59.63688331,74.58994798,520.0021528,681.6935462,Scale Up,High CPU Usage,CNN,13.50451587,56.96800598,26.05202424,71.67622362,Scale Up,28.78140694,Threshold-based,85.11249269,0.003576228,ReLU,MAE,19
352,71.4360874,79.93795209,912.8565543,733.8918332,Scale Up,High Network Traffic,GAN,13.11947909,50.77309504,59.26658682,23.87231472,Scale Down,18.39560758,Threshold-based,1.901656548,0.006234611,Tanh,MAE,96
353,86.65524148,1.5422882,104.2606573,387.3712798,Scale Down,High CPU Usage,GAN,11.23903463,65.99053424,45.55227528,53.51155904,No Action,80.5582918,Predictive,86.12899285,0.005036753,Sigmoid,MAE,74
354,86.12733057,3.847336129,574.9325616,405.8029157,Scale Down,High Memory Usage,LSTM,13.9898051,83.49938214,43.66169842,59.75878544,Scale Up,11.151077,Predictive,53.24810001,0.005199512,Leaky ReLU,MAE,29
355,9.3867737,50.66094791,252.5171056,681.7511263,No Action,High Network Traffic,RNN,14.10830634,85.87297333,33.49153454,55.74088196,No Action,7.794745415,Predictive,34.97384991,0.006973955,ReLU,MAE,5
356,18.40749027,48.9894059,165.2558406,694.3055157,No Action,High CPU Usage,CNN,11.36876542,93.07589816,63.36966733,56.78207942,No Action,83.55402552,Reactive,13.55332466,0.008214349,Sigmoid,MAE,73
357,91.71018535,0.00476044,692.2646277,44.29572764,Scale Up,High Memory Usage,GAN,2.896147894,73.43098669,70.15890509,66.32582488,Scale Down,16.4321942,Predictive,37.93579043,0.006079245,ReLU,Cross-Entropy,77
358,87.20439777,5.934386054,443.1146503,62.00549679,Scale Up,High Network Traffic,GAN,14.98196416,68.00146284,36.96076391,96.53730308,Scale Up,63.81875167,Reactive,39.2676249,0.006069477,Sigmoid,Cross-Entropy,53
359,84.00919651,55.30324852,762.9205728,252.2267032,Scale Up,High CPU Usage,GAN,21.26233874,57.62676624,10.16060114,0.229372898,No Action,54.63610032,Reactive,14.59854222,0.00416607,Leaky ReLU,MSE,64
360,80.11090344,12.81110099,450.9601366,314.9248353,No Action,High Memory Usage,GAN,16.95886923,71.61349191,39.05714159,74.8081771,Scale Down,10.25295135,Predictive,65.51451745,0.00798614,Sigmoid,MSE,52
361,7.200229674,59.03437878,806.869334,519.633715,Scale Up,High CPU Usage,RNN,6.892607651,84.81984226,16.19948339,90.26230109,No Action,67.30724385,Predictive,17.25453229,0.006134034,ReLU,Cross-Entropy,76
362,72.18994876,10.57455363,357.6454462,548.5909337,No Action,High CPU Usage,RNN,21.40612042,57.32022865,43.71001026,72.51567915,Scale Up,12.11203831,Predictive,41.33794905,0.007747591,ReLU,Cross-Entropy,84
363,57.89980594,75.8965157,86.56120548,372.8596536,No Action,High Network Traffic,CNN,18.55123054,89.8863916,98.97702516,19.81443775,Scale Up,64.11427257,Predictive,47.29702736,0.001447961,Tanh,MSE,93
364,69.52151833,96.98839371,256.1784225,905.3565648,Scale Down,High Network Traffic,RNN,13.96081589,98.28058138,8.644558361,25.17118163,Scale Down,59.33480324,Predictive,75.2527381,0.008827988,Sigmoid,MAE,55
365,25.7440878,68.22545962,801.9686946,139.3721547,Scale Up,High Network Traffic,CNN,23.57512354,91.68283301,31.11185223,44.36900734,No Action,51.45954181,Predictive,38.50821037,0.006126332,Sigmoid,MAE,6
366,32.43237452,95.44151096,56.36426027,797.1850326,No Action,High CPU Usage,GAN,20.94513315,83.01822103,96.86322678,64.52682177,No Action,59.72579983,Threshold-based,68.49447323,0.004039971,ReLU,Cross-Entropy,72
367,89.41555925,1.735222518,743.5523488,650.4909919,Scale Up,High Network Traffic,LSTM,6.125107588,94.42098726,42.59423346,18.45517126,Scale Up,92.69463437,Reactive,61.71282347,0.00529955,Sigmoid,MAE,13
368,25.25789991,26.46591368,452.3698636,830.5926215,Scale Down,High Memory Usage,RNN,19.50705218,69.59587635,16.34123709,21.15519656,Scale Down,47.99515039,Threshold-based,65.05003178,0.004950791,Leaky ReLU,MSE,49
369,22.57659027,81.03301879,686.4183488,944.3133361,No Action,High Network Traffic,GAN,11.46784523,54.0050167,98.54185286,2.83102866,Scale Down,90.9729454,Reactive,56.6918121,0.007373733,ReLU,MAE,54
370,28.21326938,87.95188832,850.9638598,315.412456,Scale Down,High Network Traffic,RNN,4.617445486,65.66353358,72.10433943,4.322190231,Scale Down,90.32197269,Predictive,74.75241718,0.004607722,ReLU,MAE,80
371,68.90517048,46.44555318,403.5638279,568.1207024,No Action,High Network Traffic,CNN,11.99613438,95.06951463,45.18695765,8.215486816,No Action,53.97574301,Threshold-based,46.85565664,0.005021053,Leaky ReLU,MSE,33
372,51.70502349,78.3597057,627.0848089,647.3732579,No Action,High Network Traffic,LSTM,3.9660424,91.45351718,84.31102696,26.11674862,Scale Down,63.12955755,Predictive,97.76603484,0.003478128,ReLU,MAE,79
373,59.52838173,85.85233596,704.8437246,37.03889761,Scale Up,High Network Traffic,CNN,2.030849903,96.58543651,14.0580151,33.69056353,No Action,10.99202435,Threshold-based,47.6131835,0.006587821,Sigmoid,MAE,21
374,2.319683328,92.08291011,468.9640843,386.638529,Scale Up,High CPU Usage,RNN,11.24858575,72.8309474,32.5511568,28.18180891,Scale Down,34.59931916,Threshold-based,77.09732658,0.008340311,ReLU,Cross-Entropy,15
375,95.21009995,58.02253207,733.0748091,549.3715098,Scale Up,High Memory Usage,LSTM,20.13775271,71.82327755,75.63674505,34.30149099,No Action,52.3548072,Predictive,96.97458879,0.004025346,Leaky ReLU,Cross-Entropy,56
376,61.0612834,40.01608222,124.807522,862.2569641,Scale Down,High Network Traffic,GAN,18.57983455,52.74023941,50.51303637,87.90022641,No Action,40.28517104,Reactive,85.24918891,0.002577745,Tanh,MSE,5
377,49.05188714,38.95128594,721.5028214,22.41233812,No Action,High CPU Usage,GAN,3.330311542,70.90905868,2.067716806,48.70173661,No Action,24.96207893,Threshold-based,81.55100155,0.008398512,Leaky ReLU,MAE,52
378,22.80760097,8.359569048,381.9640166,980.0086437,Scale Down,High Network Traffic,RNN,22.10925404,74.79581962,84.40693531,13.94836779,Scale Up,33.75603055,Predictive,63.87281191,0.007317672,Sigmoid,MSE,16
379,18.90660727,76.11135361,268.060302,972.8607931,Scale Up,High Network Traffic,LSTM,11.8479286,96.82457807,39.92221811,96.50813383,No Action,88.17002569,Threshold-based,85.51259642,0.003086174,Sigmoid,Cross-Entropy,11
380,3.946397357,90.55735022,215.4782638,78.28902627,No Action,High Network Traffic,RNN,2.79749894,70.48966456,74.29843205,11.38672834,No Action,60.58436642,Predictive,10.07191286,0.003041442,Leaky ReLU,MAE,96
381,38.00577222,41.72120635,815.0696007,462.243099,No Action,High CPU Usage,CNN,9.221636451,87.60071345,54.82778135,64.33559263,No Action,35.17514259,Predictive,12.24297473,0.00633243,Tanh,Cross-Entropy,5
382,42.55339266,88.35177426,767.7855545,988.0808612,No Action,High Network Traffic,CNN,7.569251799,82.20150684,49.51003036,84.08230067,Scale Down,28.48089567,Reactive,11.72315256,0.001757126,ReLU,MSE,70
383,24.89159793,66.70590834,426.932942,824.0525169,Scale Up,High Memory Usage,GAN,11.19282407,52.86812038,11.81978435,22.92768626,No Action,98.64078441,Reactive,19.89007598,0.008479297,Leaky ReLU,MSE,58
384,7.563761025,92.2279602,657.142632,99.45845503,Scale Down,High Memory Usage,GAN,13.60769134,89.02832339,80.19892417,99.70557321,Scale Up,54.54753128,Reactive,9.055299985,0.00558759,Tanh,MAE,71
385,18.10155001,93.98671667,800.4719666,859.841262,No Action,High Memory Usage,RNN,20.35508806,53.21530649,61.29209707,88.19044802,Scale Down,47.05817084,Reactive,88.23721425,0.004519798,Sigmoid,Cross-Entropy,98
